Path_way_name	Normal_5_P2	Normal_6_P	Normal_9_P	Normal_10_P	Normal_11_P	Normal_12_P2	Normal_13_P	Normal_14_P	Normal_15_P2	Normal_16_P2	MM7_P	MM8_P	MM9_P	MM12_P	MM13_P	MM15_P	MM20_P	MM21_P	MM22_P	HL1_P	HL2_P	HL3_P	HL4_P	HL5_P	HL6_P	HL7_P	HL8_P
Integrin_Signaling_Pathway_Translocates_to_the_nucleus	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Interferon_Pathway	-28.066357	12.672759	11.940329	9.165573	-13.964093	-11.903117	-8.772825	7.962135	-6.165358	27.130955	-22.007547	-5.849234	44.956750	-24.607757	65.939131	-26.565222	-14.142934	-28.186815	10.475193	68.384360	48.361489	66.260579	21.065987	56.026004	14.068473	75.779342	45.162828
Interferon_Pathway_Gene_Expression	-1.158770	-0.518358	-1.158770	0.136840	0.448695	-1.158770	0.140408	1.299179	-0.352682	2.322227	-0.394880	1.862522	1.808077	-0.369520	0.956548	-0.034719	-1.158770	-1.158770	-0.124467	3.440036	0.911351	0.273861	1.056907	2.383463	2.366996	0.695153	1.052909
Interferon_Pathway_Transcription	3.729434	4.662438	0.100874	4.751156	-3.022500	-3.022500	-0.172315	-3.022500	-0.981586	-3.022500	-3.022500	-3.022500	14.785966	-2.312281	5.819791	0.166419	4.459746	-3.022500	6.933832	-2.295618	-3.022500	10.019104	-3.022500	12.996222	-3.022500	0.738114	7.660733
Interferon_Pathway_Translation	-2.009413	6.044178	3.638826	-3.697397	-3.697397	-3.697397	1.290428	0.600369	-3.187169	4.714973	-0.301872	0.363175	4.670377	-0.901525	0.677330	-1.417198	4.549721	2.288441	-1.631792	9.322573	7.834564	19.590834	5.315835	8.460754	-3.006605	18.654591	0.099066
IP3_Pathway	-0.224971	-31.974430	-8.338727	-30.949880	-10.034022	13.400168	-34.831821	36.835582	37.492247	28.625853	-28.772635	-30.744545	0.863670	-26.492070	-12.791154	-30.279879	-43.701894	-34.857621	-31.598607	18.320621	-6.094126	29.790272	-7.932575	3.786921	3.010998	-14.594583	-15.795133
IP3_Pathway_Gene_Expression	-5.047971	-5.460671	1.144951	2.852206	-1.285191	1.781276	0.353263	-1.032712	-1.211067	7.905916	0.691002	0.539147	-1.668513	-1.038232	-3.153047	1.807269	-0.859420	-2.515285	-2.079494	9.625949	11.004410	10.218548	1.517646	8.623322	1.017711	6.328902	11.007092
JAK_mStat_Pathway	-1.633677	23.988471	-3.051840	6.522176	1.937396	-14.222739	-18.218339	-6.897180	-5.128080	16.703814	-5.356151	-6.954191	46.862903	-5.031505	33.966303	-8.278143	11.276371	-7.326355	33.511169	13.676589	21.754682	70.564076	-21.954845	88.616987	33.378364	21.283455	45.628614
JAK_mStat_Pathway_Akt_Pathway	-1.351958	-2.917345	5.303135	3.108815	1.831539	0.996676	-5.478991	-5.478991	1.513835	2.473284	0.684312	0.204841	2.054846	1.070366	1.320086	-0.304020	-1.667456	-1.116135	-2.724851	1.408932	2.381439	7.404174	0.652148	-0.822172	-2.715821	7.509873	3.178240
JAK_mStat_Pathway_JAK_degradation	-1.010724	5.479310	-1.854716	-0.559107	-1.854716	-1.854716	-1.854716	-1.854716	1.369634	3.994467	-1.356817	-1.854716	0.724633	-1.765939	-0.381001	-0.435724	-0.607675	-1.854716	-0.477646	-1.854716	2.524060	-0.224515	-1.854716	0.815071	-1.854716	-0.374357	0.627476
JNK_Pathway	-21.986525	3.986656	-19.319930	-2.648737	-5.214654	-18.932151	-20.138901	58.110280	1.461411	24.682551	-10.416593	-11.901790	3.236811	0.599559	53.174781	-17.445910	-0.587442	-6.513192	-6.077640	19.459375	27.060230	38.393327	24.046668	51.740152	13.998968	77.205769	61.830729
JNK_Pathway_Apoptosis_Inflammation_Tumorogenesis_Cell_Migration	-0.570322	0.236992	-0.179900	-0.246420	-0.570322	-0.570322	-0.214049	-0.057642	0.595480	1.576506	-0.176633	0.018231	1.339590	0.284207	0.832206	-0.104462	-0.258562	-0.029414	-0.129352	1.320495	0.625481	0.717422	0.212581	-0.570322	-0.570322	1.073127	1.064182
JNK_Pathway_Insulin_signaling	3.552721	5.647865	-17.848258	-0.939415	-1.507510	6.928688	-11.552355	15.524220	3.642901	-3.448856	6.118561	0.481029	-1.228480	3.098751	6.928688	-0.871975	1.940524	11.291544	-3.207768	-12.922490	6.928688	2.315106	-1.205514	-6.577511	17.768864	-5.057398	7.659000
MAPK_Family_Pathway	-55.417111	14.717443	6.370077	-30.483954	36.291856	-50.286741	-17.604053	38.887595	-10.125924	67.650811	31.204725	-29.824686	25.906960	35.407109	-0.284480	-53.169986	-28.965575	8.838289	-14.826574	70.613123	40.449354	145.070428	-22.882574	72.813791	82.134411	113.018503	74.016639
MAPK_Family_Pathway_Chromatin_Remodeling	-2.015055	1.881811	-2.015055	-2.015055	-2.015055	-2.015055	3.890086	2.086385	0.025860	2.191131	-2.015055	-2.015055	1.023287	-0.711289	-2.015055	-2.015055	-2.015055	0.893516	-2.015055	2.284692	-2.015055	-2.015055	-2.015055	0.438996	-2.015055	-0.534696	-2.015055
MAPK_Family_Pathway_Cytoskeleton	-1.723606	0.903657	-1.723606	-1.723606	1.800938	-1.723606	-0.298513	3.403194	-1.723606	2.808752	0.846523	0.491729	-0.380928	-0.671376	-0.392265	-1.258593	-1.723606	-0.996463	-1.300128	-1.082399	-1.723606	-0.908505	-1.104758	-0.559401	-0.686509	1.289731	1.379134
MAPK_Family_Pathway_Gene_Expression	-1.875007	1.552311	-5.636456	0.635467	4.929308	-3.021834	-7.930409	2.323191	-4.869037	13.892468	-0.598945	-2.257921	5.231665	2.892599	4.478780	-6.511417	-4.118873	-5.293350	-5.176269	6.858086	1.825448	-0.519084	-2.904881	-1.768443	20.779260	0.104759	-3.549985
MAPK_Family_Pathway_IKBs_Degradation	-2.555261	0.193008	-2.555261	2.291584	3.874598	0.717122	-2.555261	3.596899	-2.555261	-0.452168	2.083432	-2.555261	3.387537	0.520881	4.243817	-1.609266	-2.555261	-1.100975	-2.555261	-0.352010	-2.555261	-0.925060	-2.555261	-0.674898	9.120327	1.739331	-2.555261
MAPK_Family_Pathway_Translation	-1.340272	3.981582	5.088811	-2.380451	-2.323347	-3.028256	0.534476	-1.595667	-1.718807	2.781933	0.589601	2.843263	5.195347	0.542370	2.856273	-0.596950	1.684383	2.957582	-3.028256	1.703896	8.503705	8.965733	7.550782	7.795002	-2.337463	11.813646	3.610895
MAPK_Signaling_Pathway	-51.681246	-3.811470	-17.425412	18.193401	-29.099844	-21.176005	10.718308	34.244795	18.035257	42.002214	-2.499319	-29.262974	20.429127	4.229179	49.687100	-46.672170	-35.084307	-37.640001	-11.901436	72.253318	57.145380	49.802727	36.295828	-3.362007	41.120969	33.155694	23.757792
MAPK_Signaling_Pathway_Cell_Servival_Cell_Militory_Inflammation_Apoptosis_Osmoregulation	-3.146883	-1.866060	-1.585195	-3.146883	0.508383	-1.069700	2.134453	0.954557	3.094824	4.122503	-0.750180	-0.514706	-1.107590	0.285672	4.009117	-1.810911	-3.146883	-3.146883	-2.299927	-0.944986	3.836731	-1.516682	-1.252966	-1.919857	-1.072689	-1.179722	-1.248651
MAPK_Signaling_Pathway_Gene_Expression	-3.601414	10.076985	-9.087361	8.345315	-4.153001	-5.452292	3.031220	-8.062001	1.194379	7.708170	-0.077716	-5.516446	4.000406	0.107025	0.956724	-2.653673	-3.554458	-4.760096	0.800612	9.872089	0.953692	9.034354	5.286570	10.592229	3.482129	2.371743	2.575006
Mismatch_Repair_Pathway	-13.471426	-31.643029	28.131459	-12.275592	-31.841682	-32.123646	-32.123646	90.419127	-26.494834	61.423268	-7.950037	-26.818287	-23.990720	-18.492469	-23.927790	-28.046578	40.303691	-31.311950	-32.123646	119.002755	-9.578602	20.237801	62.392981	-25.743115	158.818409	124.902194	-16.447204
Mitochondrial_Apopotosis_m_Pathway	4.090665	39.412363	-6.962477	-10.086409	-4.285083	1.283663	0.507379	-33.898112	-9.571501	19.509513	-5.730454	17.624534	-6.578363	3.645591	-16.156015	-13.335956	-7.086544	10.316399	12.806101	6.705844	30.499501	15.818823	19.600030	20.648967	-0.691638	24.776105	-10.463727
Mitochondrial_Apopotosis_m_Pathway_Apoptosis	2.174769	10.296538	-7.390332	1.330777	1.330777	2.369368	-5.052753	1.330777	-3.505748	-2.884173	0.686339	3.193093	4.739572	4.275089	-5.640181	0.688777	1.330777	-5.160121	1.330777	6.052162	9.110251	1.681483	2.568471	3.784827	4.093947	12.557954	-12.494460
Mitochondrial_Apopotosis_m_Pathway_Depolarization	1.080150	-0.868283	-0.481537	-0.215460	1.080150	1.080150	1.080150	-0.970570	0.059693	-1.844442	1.080150	-1.274061	-1.162460	0.115175	-0.393565	0.478624	1.080150	-1.083483	1.080150	0.426648	-2.227687	-2.440625	-0.157545	1.080150	1.080150	-1.041502	-0.818082
Mitochondrial_Apopotosis_m_Pathway_DNA_fragmentation	0.175645	0.175645	0.175645	0.175645	-0.529263	0.175645	0.175645	0.175645	0.175645	-0.875901	-7.466656	-0.630312	-0.725627	-0.043724	0.175645	-0.488132	0.175645	-0.551497	0.175645	0.175645	0.175645	0.175645	-0.443202	-1.664892	-0.861451	-0.194444	-2.269076
Mitochondrial_Apopotosis_m_Pathway_Gene_expression	-0.475725	2.140319	0.353698	2.115494	-1.885542	0.121876	-3.712460	1.574995	-0.046985	-0.185669	-2.641413	4.348430	0.605170	-1.372169	1.828882	-1.739053	-0.475725	3.142193	-1.852795	1.048193	4.664573	1.290814	1.343443	-1.129062	-1.634324	-0.812060	2.213789
mTOR_Pathway	-21.639680	13.033633	11.952983	-10.080157	-0.156315	-15.750742	-1.005202	-6.598053	-3.459809	33.703341	-6.663474	-1.007099	8.928624	-8.677894	5.469406	-18.720474	-17.932364	-16.440620	-42.711496	9.573224	36.087892	42.428768	9.390969	25.610005	-4.649636	69.036483	-3.096575
mTOR_Pathway_Actin_organization	-1.037610	2.156254	-1.881602	-1.881602	-0.471785	0.079133	-1.881602	0.169118	3.824254	0.925443	-1.352007	0.448594	2.057018	0.605295	-1.881602	-1.589157	0.900410	-1.881602	2.167483	-0.595256	-0.898019	0.540614	0.207218	0.407769	0.984379	3.582469	1.585037
mTOR_Pathway_Akt_signaling	-0.980707	-4.172780	5.815410	0.293575	2.950547	1.698253	-8.015249	-5.964529	6.211974	2.163508	0.537911	0.510500	3.575521	3.578035	-0.027207	-0.340525	-1.050905	-3.652393	-1.349925	2.134915	3.775396	11.309498	-2.333499	0.850343	-3.870494	11.468047	6.211693
mTOR_Pathway_Scanning	-8.406206	8.420271	11.441222	-3.383592	-5.498457	-3.929537	1.503069	-7.875551	-5.789304	13.518084	-0.587259	0.103486	-0.709985	-4.337984	5.725053	-7.048016	-4.943913	-2.939075	-17.215136	3.041956	15.352357	15.368505	4.629410	9.154474	-2.971095	25.766795	-4.689224
mTOR_Pathway_Translation_on	-0.150335	2.377396	5.497905	-1.838318	4.003131	-1.838318	1.011867	-6.991086	-4.440110	2.367867	-2.544000	3.242516	3.380415	0.465629	2.536409	-1.205861	2.874321	4.147520	-2.685274	-1.285359	7.028777	10.155670	5.937219	7.757915	-2.996918	6.337475	0.059913
mTOR_Pathway_VEGF_pathway	-3.426781	-1.709663	-3.426781	7.534021	1.729215	-3.426781	3.046691	2.303573	0.334960	-2.958453	-1.723543	3.289611	-1.094410	1.983746	-2.935543	4.945095	-3.011101	4.520414	-2.379797	4.868367	4.393018	6.373140	0.356326	1.517853	12.193112	8.125745	8.666707
NGF_m_Pathway	-7.363163	1.275797	-1.928832	0.960204	-1.440981	-7.785159	-7.785159	4.715486	1.817048	17.534761	-4.823322	8.868735	8.555222	1.525779	-2.080315	-3.122715	-4.078477	8.513267	-7.785159	-1.751232	5.369784	16.838251	4.591787	-2.470740	6.968801	6.912349	26.356340
NGF_m_Pathway_Apoptosis	-1.518990	-0.414548	-0.801294	0.228237	0.456653	-2.362981	-2.362981	1.738458	0.269651	4.767795	-1.218897	3.215059	3.484719	-1.053192	-0.889266	0.178896	-2.362981	2.709222	-2.362981	-1.709480	0.944855	1.157793	1.350103	-1.135956	1.785406	2.829344	13.989278
NGF_p_Pathway	-7.493760	13.595579	-11.562278	-12.749134	-5.581219	-14.785985	-15.392099	-2.121920	14.761956	41.328861	-13.686456	6.494877	10.276439	-6.834248	-0.160459	-17.727115	-0.907729	4.022755	-11.995805	17.730290	28.432789	19.901429	20.101684	-13.031390	1.124018	29.664976	25.051075
Notch_Pathway	-16.340001	4.002217	-12.498931	1.075572	-2.420645	-8.277662	-5.080499	-6.509865	20.280291	25.769523	2.354734	-8.430248	2.340834	6.513780	-17.183993	-13.033766	-17.183993	-15.729707	6.367974	30.971709	34.722716	40.481291	-0.780850	-15.956967	21.635592	-9.548773	1.552787
p38_m_Signaling_Pathway	-270.391282	55.520347	107.588579	280.583249	-175.143273	-141.073552	-91.782330	60.902123	-34.094266	207.890405	-155.747366	-177.840037	-6.934127	-109.325036	262.024854	-312.069445	-88.056617	-229.905461	-50.807803	442.726072	234.892427	205.258582	435.396339	151.116823	30.103181	224.940636	270.442495
p38_p_Signaling_Pathway	-84.913527	-35.510494	-42.226596	80.049827	-37.312506	-25.721474	26.738133	87.560801	-27.258199	58.594036	-78.902152	-33.787889	5.071391	-48.156021	51.802955	-87.168386	23.835634	-44.733976	17.360084	176.379987	8.861982	29.067278	131.276126	44.723608	-24.722384	42.479666	56.114714
p53_Signaling_m_Pathway	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
p53_Signaling_m_Pathway_p53_Degradation	-1.848194	-0.567371	0.445758	-1.848194	-0.438377	-0.809603	1.388542	0.202526	-0.236020	3.710934	0.566443	1.773699	2.253983	0.978199	1.457311	0.618186	-1.848194	0.315438	-0.471124	1.283962	-0.372819	3.426816	0.045722	0.032168	0.691991	5.438784	0.499851
PAK_Pathway	-27.127497	-26.560077	-37.849565	-17.043919	-34.181520	-71.085316	-38.072815	51.575078	95.196684	105.148948	-43.605725	-35.580968	10.967577	-39.169036	-28.889418	-16.959768	12.490288	-5.063330	22.154896	33.755728	97.544516	82.946922	4.334831	39.527855	12.378752	179.146209	94.612537
PAK_Pathway_Actin_Cytoskeleton	-34.468293	27.766768	-39.048232	9.192928	-17.758929	-38.852659	-43.147661	53.147982	37.595154	45.572942	-11.830718	-10.748523	29.501573	-22.230889	-36.180393	6.706678	6.889359	18.473936	29.159762	86.491433	77.835544	122.505220	54.739581	63.855023	84.742029	119.888883	41.120339
PAK_Pathway_Myosin_Activation	-2.131371	-43.958352	-12.715573	-26.602174	-24.031062	-54.965683	-9.759929	18.397002	81.678994	74.088148	-38.351887	-20.891634	-12.524559	-29.077567	-4.457557	-25.508338	13.007963	-31.348111	2.723725	-43.550764	46.486689	-17.068047	-39.009632	-10.772724	-48.671080	109.507521	68.569832
PPAR_Pathway	-24.161850	5.844409	9.896520	9.780381	-9.489282	-6.160321	-20.275164	23.597582	-7.140848	18.108573	3.829081	11.616607	5.659923	19.109050	-6.269835	-7.070197	-7.286959	-20.526704	1.684832	23.622074	28.956911	44.894488	17.253383	38.347731	33.606851	25.733036	33.361667
PTEN_Pathway	-17.146274	10.942610	-20.089406	8.496584	-4.991972	-13.255196	2.534874	5.691990	6.291456	21.525334	1.571810	-5.855899	33.885808	4.010935	-12.198773	4.428038	-15.537755	-22.029293	15.321782	38.230877	12.572923	29.834674	10.728359	16.322180	25.631229	33.984582	2.565383
RANK_Signaling_in_Osteoclast_Pathway	-7.624878	-6.497305	-1.317068	-5.762882	17.022099	-10.237369	2.357696	7.186848	-1.637850	6.510708	3.870755	6.893656	13.426297	2.405842	1.110788	-3.344081	5.024000	-4.625594	11.257645	49.239798	44.119595	38.496054	2.614952	32.870178	26.222926	8.329792	34.584427
RANK_Signaling_in_Osteoclast_Pathway_IKBs_Degradation	-4.036037	0.665259	3.301825	-0.571205	4.212639	-2.693610	-2.981748	-1.381953	-1.840822	5.325652	-0.480196	8.371406	-1.781385	-0.746552	-3.364351	-2.537000	-3.834513	-3.730891	-2.517772	17.473731	15.727893	21.696306	11.831280	16.860585	-4.458033	15.026043	-2.663463
RAS_Pathway	-46.981632	15.009962	-42.681881	-17.304327	-2.678521	-11.849292	-10.098431	56.291885	18.865433	41.426803	4.609805	-38.308904	27.566687	-6.657799	20.001166	-38.010063	-23.207789	-19.842157	2.491646	85.388788	43.850910	67.557004	23.505419	71.572924	55.894442	96.175482	86.529600
RNA_Polymerase_II_Complex_Pathway	3.562948	13.685885	-12.102831	-5.624784	-3.643927	-11.064240	-12.102831	-1.849231	18.186500	10.952512	-11.145505	-12.102831	18.866973	-7.618325	0.190636	-10.302278	-9.126888	0.681360	-2.463340	10.945944	-12.102831	-12.102831	-12.102831	12.987445	-0.402806	24.843104	-9.135865
SMAD_m_Pathway	-210.276347	-275.857144	85.060273	71.695961	118.120193	76.123327	195.567333	17.617623	-124.709655	46.658436	249.946709	111.128550	221.127317	164.264673	155.586860	89.296451	-267.038490	-69.929035	-252.721278	449.007681	195.887210	550.273018	172.337897	-73.317399	165.854544	139.916449	221.557707
SMAD_m_Pathway_Degradation	-7.873928	-11.093250	5.702016	5.503381	5.729401	-1.279831	-1.801470	4.520770	-6.612619	7.205531	3.422076	2.001682	9.910825	2.939301	6.510846	0.216360	-11.117813	-2.516320	-8.610360	12.994891	-3.783842	5.092538	-0.151801	-4.909629	4.632985	9.249828	0.167189
SMAD_p_Pathway	-232.097727	-310.927407	98.145879	80.440837	139.835207	93.326467	209.992310	41.565594	-158.277945	37.996785	302.273895	133.341990	259.898202	191.404232	190.620356	103.581432	-343.208917	-66.414793	-280.566996	491.411523	237.697874	572.097738	129.773323	-69.755805	197.645462	139.341618	235.490665
SMAD_p_Pathway_Degradation	-7.873928	-11.093250	5.702016	5.503381	5.729401	-1.279831	-1.801470	4.520770	-6.612619	7.205531	3.422076	2.001682	9.910825	2.939301	6.510846	0.216360	-11.117813	-2.516320	-8.610360	12.994891	-3.783842	5.092538	-0.151801	-4.909629	4.632985	9.249828	0.167189
STAT3_Pathway	-11.262225	4.613725	12.836681	41.683917	29.993772	-28.214897	-30.025413	-33.146164	5.376934	8.143670	-10.300751	-5.424405	2.541373	9.140687	-26.835880	-17.608902	-26.847106	-35.822855	-15.433748	27.655221	43.317387	25.599471	-5.995743	5.565755	-15.527978	27.991671	48.723642
TGF_beta_Pathway	-28.554397	-17.881920	5.572534	19.830105	7.421336	-11.368391	-5.028460	1.468218	-23.330683	51.871657	-4.183489	-8.066104	-3.361741	17.162507	3.491804	-24.212170	-8.510145	-31.352221	-18.386255	43.352343	11.404784	42.481027	-1.500854	11.973160	-17.927016	14.589872	5.472335
TGF_beta_Pathway_Epithelial_mesenchymal_transdifferentiation	-0.387586	-1.377503	3.332857	-0.348366	1.422949	0.588086	-5.887582	-2.124967	2.717419	2.064693	1.750031	-0.203749	2.282615	0.807953	-0.562220	-0.712611	-2.076047	-2.979012	-3.133442	2.476221	3.448224	11.583617	-2.099749	-0.003738	-1.050218	9.222933	4.010745
TGF_beta_Pathway_Post_transcriptional_G1_arrest	-3.997419	-1.435773	-0.123220	-3.997419	-3.997419	-3.997419	-1.147234	10.070731	5.865976	2.759198	8.215665	-1.378844	4.253534	-0.781995	-3.997419	-0.923097	-3.997419	-2.543134	0.230607	2.834532	1.332311	-3.997419	-1.522030	-1.543369	1.082950	7.565869	-0.200956
TGF_beta_Pathway_SnON_degradation	-7.417532	-4.011309	-0.058779	1.281828	2.728274	0.621242	2.467609	-3.173023	-7.393787	14.955478	4.546689	0.411813	0.994419	11.177316	0.244993	-0.864258	-8.339538	-5.259825	-7.165882	10.854074	9.578593	14.088850	-4.029112	2.057770	3.103722	4.370228	3.371021
TNF_m_Pathway	0.092434	9.389956	4.846204	-4.159430	1.448625	-2.182656	5.909526	-5.455039	-4.434582	-5.455039	0.252365	-2.836464	0.031021	8.334219	-1.033893	-2.822426	-2.960957	-2.546468	-3.134985	6.195948	3.113103	6.681858	0.862851	2.839857	-2.691869	5.868974	1.166945
TNF_m_Pathway_Apoptosis	-0.796580	5.607535	0.765107	-0.796580	-0.796580	-0.796580	-0.796580	-0.796580	-0.796580	-0.796580	0.989364	-0.796580	-0.328247	2.968174	0.677135	-0.621113	-0.796580	-0.796580	-0.796580	1.080104	2.749803	2.068681	-0.796580	0.430445	0.585005	6.565309	-0.796580
TNF_p_Pathway	-5.362644	-8.762412	-6.415182	-4.192719	-8.944852	-8.978027	-8.083851	-0.619353	15.337031	36.022007	-5.842638	-9.336676	-2.717580	-5.599838	12.049885	-3.504864	-3.314995	-8.335337	7.418358	4.856043	-8.974191	7.866649	2.784969	-3.555004	-5.690923	-0.566044	5.011820
TNF_p_Pathway_Gene_expression_Cell_Survival	-0.741061	-5.218072	-1.730451	-1.654071	-7.232618	-7.232618	-7.232618	-0.476904	8.788828	22.729585	-3.822002	-7.232618	-0.684421	-3.736891	9.028217	0.868895	-0.898142	-5.778333	4.232609	-0.207333	-5.019555	-0.757519	5.222348	-3.471893	-5.425922	-0.644245	1.783621
TNF_p_Pathway_IKBs_degradation	4.195812	-1.711329	2.876626	0.387247	-4.459597	-4.459597	-4.459597	3.321477	0.249446	4.059511	-2.028874	-4.459597	-0.381013	-3.806811	-0.038451	6.225442	1.492289	-3.005312	-0.931835	-1.894772	-1.508846	-2.829397	11.321895	-2.579234	-4.459597	-1.645364	-1.977405
TRAF_m_Pathway	-37.817888	-10.243423	-38.892740	2.054995	-16.324367	-35.796925	-34.665586	55.747545	26.253945	89.684444	-18.416698	-38.762499	3.397112	8.532308	77.737331	-20.785310	47.032961	22.211401	-2.613407	46.683863	30.256988	105.088950	43.685919	62.636975	54.452283	81.034388	76.168696
TRAF_m_Pathway_IKBs_Degradation	0.638099	0.230938	-1.049885	0.245724	-1.049885	-1.049885	-1.049885	1.000835	0.562290	1.521656	-0.551986	-1.049885	0.989407	0.509345	-1.049885	-1.049885	1.444197	1.113747	-0.202929	7.834011	5.565788	5.440448	1.425504	4.349809	12.890880	6.887025	8.848442
TRAF_p_Pathway	-27.523775	-17.049395	-32.270408	-6.003956	-9.440557	-41.966280	-42.610214	53.949527	26.853107	96.061951	-22.195297	-41.813808	6.066861	1.214515	61.099010	-24.606211	40.077909	18.637548	-3.533157	44.452381	27.297399	81.164117	37.262509	52.169128	29.220096	56.810779	71.252132
TRAF_p_Pathway_IKBs_Degradation	0.638099	0.230938	-1.049885	0.245724	-1.049885	-1.049885	-1.049885	1.000835	0.562290	1.521656	-0.551986	-1.049885	0.989407	0.509345	-1.049885	-1.049885	1.444197	1.113747	-0.202929	7.834011	5.565788	5.440448	1.425504	4.349809	12.890880	6.887025	8.848442
Transcription_of_mRNA_Pathway	260.094570	96.553741	-465.883493	-236.658310	-403.956723	-323.305901	-375.034368	261.455272	507.962003	678.773211	-172.331079	-429.207513	-36.361209	11.547878	400.120610	-264.663122	139.027562	253.784104	-132.740434	183.311176	-23.597260	206.329227	-129.378749	-49.053477	265.569405	188.647559	-0.742764
Ubiquitin_Proteasome_Pathway	-490.664388	-588.327379	294.892156	50.693630	43.256803	-199.892337	135.049479	-184.337395	525.242027	414.087404	35.021076	63.588332	171.997567	507.580174	-28.135790	197.127831	-486.062274	355.222793	-159.413572	-167.756879	-215.091627	80.976790	490.997888	-54.048743	51.424928	-220.408837	753.292671
Ubiquitin_Proteasome_Pathway_Degraded_Protein	-5.905545	-5.905545	3.074552	2.011781	4.281296	-0.159760	3.334976	-5.905545	-0.326674	5.500465	2.302687	2.955791	3.482377	3.110072	0.133662	6.387368	-5.905545	8.210564	-2.377783	-3.752318	-2.954794	-2.645144	7.718772	-3.451495	-3.142375	-4.425186	-1.084060
VEGF_Pathway	-13.979633	3.971847	-11.494050	0.632121	-3.847679	-7.144064	-1.267333	0.773496	4.804960	27.550334	18.563083	-3.341873	13.132099	-9.805585	-10.112362	-7.742984	-15.398831	-5.501679	8.606612	46.388541	31.418432	42.892209	8.239961	20.385308	15.528891	30.214725	9.178161
VEGF_Pathway_Actin_Reorganization	-1.165632	-0.135512	-2.538596	3.515955	2.390089	-2.538596	-2.538596	1.562844	-0.926421	2.374463	0.454807	-0.926681	7.137744	-0.859294	-2.538596	4.157571	-2.538596	-1.084310	0.849228	-1.885094	-2.538596	-0.162550	2.412183	-2.538596	2.987745	2.642661	-0.056404
VEGF_Pathway_Nitric_Oxide_Prodaction	-0.413367	-0.413367	-0.413367	-0.413367	-0.413367	-0.413367	-0.413367	-0.413367	1.617211	1.689726	1.205697	1.940844	1.105804	2.291897	-0.413367	1.009561	1.492401	1.040918	2.472132	4.622278	-0.413367	-0.413367	-0.413367	0.813658	-0.413367	0.326812	1.484865
Wnt_Pathway	-19.220630	0.058104	-10.426703	-0.453389	-4.612415	-8.406679	-21.419828	12.079885	41.432067	10.969588	0.301120	2.010808	3.154889	10.865508	12.960906	-3.187128	-24.723113	-19.149025	-10.809348	19.577347	-32.679695	28.304811	-6.943180	-18.051148	-20.438728	10.196937	41.691589
Wnt_Pathway_Ctnn.b_Degradation	-0.235452	-0.235452	-0.235452	-0.235452	-0.235452	-0.235452	-0.235452	-0.235452	2.119070	-0.235452	-0.235452	-0.235452	-0.235452	2.225624	-0.235452	-0.235452	-0.235452	-0.235452	-0.235452	0.854871	-0.235452	-0.235452	-0.235452	-0.235452	-0.235452	1.244907	4.586034
X0_IL_6_Pathway_IKBs_Degradation	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
