Path_way_name	Normal_1_S	Normal_2_S	Normal_3_S	Normal_4_S	Normal_5_S	Normal_6_S	Normal_7_S	Normal_9_S	Normal_10_S	Normal_11_S	Normal_15_S	Normal_16_S	MM1_S	MM2_S	MM3_S	MM4_S	MM5_S	MM6_S	MM7_S	MM8_S	MM9_S	MM10_S	MM11_S	MM12_S	MM13_S	MM16_S	MM17_S	HL1_S	HL2_S	HL3_S	HL5_S	HL6_S	HL7_S	HL8_S	HL10_S	HL11_S
HGF_Pathway_Cell_survival	1.712232	0.177503	-0.062379	0.876427	-0.019352	0.653961	0.402956	-0.498069	-1.024942	-0.772243	-0.386521	-1.059574	0.686273	1.145602	0.644479	1.202967	0.850708	1.127304	-0.712956	-0.901536	-1.050813	-3.714531	-3.575477	0.165360	-0.005869	-0.406337	0.132594	1.170555	0.825680	-0.737319	-0.044834	-0.054500	-0.855340	-0.950204	0.065040	-2.588471
HIF1Alpha_Pathway	86.240165	-2.073230	-10.343495	43.671040	-10.584000	65.946057	3.716622	-15.895582	-43.819854	-55.611127	-57.939970	-3.306626	58.637607	73.575614	24.159607	83.904627	36.473528	-92.389385	-74.795797	-40.206008	-64.302787	-26.125626	-44.490843	-2.888415	3.952866	-19.890810	-39.776112	4.003574	-28.835620	-12.187456	6.647172	-1.271952	-27.432066	34.264208	-40.228825	-52.153268
HIF1Alpha_Pathway_Gene_Expression	12.326832	1.505499	-4.586044	7.134432	0.561340	5.393191	6.296378	-5.755384	-5.823957	-8.134304	-17.089957	8.171973	9.474039	11.937321	4.860501	9.192557	5.756613	-24.773289	-25.344697	-10.412528	-4.411416	20.469751	8.498406	8.524144	12.700465	3.986190	18.011610	7.934197	-2.108125	1.369538	6.044713	13.964394	-4.835642	10.716872	-7.073054	-7.607284
HIF1Alpha_Pathway_HIF1alpha_degradation	14.210333	-1.381369	-0.525926	5.914276	-1.099931	8.036000	-0.968826	1.777327	-7.754588	-10.700228	-10.868036	3.360968	10.671209	12.128949	5.106844	13.684298	7.375946	-14.092094	-14.949207	-7.583681	-14.757884	-14.750323	-15.294271	2.112676	-4.426405	-0.932026	-4.924419	-0.068983	-4.323140	5.487958	3.669443	-0.858804	-0.156262	1.386925	-9.095591	-8.183518
HIF1Alpha_Pathway_NOS_pathway	19.177349	-2.359018	0.836995	5.912542	1.091672	3.620333	0.464273	9.044949	-0.477085	-9.009459	-21.019977	-7.282573	13.739209	15.506950	7.382611	12.710152	9.351129	-34.173670	-6.426842	-22.899124	-2.209983	25.092270	12.703342	0.103416	7.275201	-4.288978	18.800063	-10.619265	-8.070073	10.041342	7.975194	34.018460	-18.978584	41.243883	11.473503	-1.932970
HIF1Alpha_Pathway_p53_Hypoxia_pathway	9.138151	0.211247	-1.284593	2.745665	-2.560492	3.007900	-0.319089	-9.986709	-3.613939	-3.052667	5.696152	0.018375	12.718656	9.060971	1.894173	13.637588	-1.194912	-0.876750	-1.466637	-3.094572	-2.308505	0.281823	-0.465961	2.357604	7.647901	-4.398034	-4.747333	10.871311	-6.077955	-3.340854	1.701759	3.570722	-0.117810	17.692859	-1.753860	-10.754467
HIF1Alpha_Pathway_Pyruvate	12.326832	1.505499	-4.586044	7.134432	0.561340	5.393191	6.296378	-5.755384	-5.823957	-8.134304	-17.089957	8.171973	9.474039	11.937321	4.860501	9.192557	5.756613	-24.773289	-25.344697	-10.412528	-4.411416	20.469751	8.498406	8.524144	12.700465	3.986190	18.011610	7.934197	-2.108125	1.369538	6.044713	13.964394	-4.835642	10.716872	-7.073054	-7.607284
HIF1Alpha_Pathway_VEGF_pathway	22.105330	6.943753	-16.281331	8.604874	-6.689544	15.988273	-2.991636	-2.542090	-7.136239	-9.371746	-8.595099	-0.034546	12.383198	12.886591	0.367565	10.194921	6.954706	-32.514479	-24.592504	-10.563385	-23.117797	20.808874	-14.050288	-2.994124	9.759976	-10.906626	-12.712339	12.146479	-11.058517	-34.674555	22.548618	7.506057	-0.612754	12.010873	-9.434311	0.441339
IGF1R_Signaling_Pathway	65.752514	-2.719351	-5.991640	28.321464	-11.550351	63.158215	-23.446157	-10.522700	-17.276292	-24.742217	-41.102019	-19.881466	48.135922	75.595645	23.081404	79.821176	58.736125	13.171334	17.956966	-32.796630	38.126357	61.310664	-107.701297	-42.260910	15.141571	-100.170670	69.675926	-16.024894	-74.077658	-73.614794	-59.021334	-32.111141	-92.302475	-64.315124	-39.021043	-77.141583
IGF1R_Signaling_Pathway_Cell_Survival	24.894480	-7.089225	-4.857426	8.238132	-4.921449	19.769210	-11.721801	3.646348	-7.272064	-8.622976	-0.496109	-11.567120	16.484124	25.586016	5.494134	29.744211	20.102521	31.434526	21.440775	-9.570065	36.430111	18.058607	-42.274653	-17.052293	10.114964	-43.534144	31.797879	-10.617001	-27.653368	-29.291562	-20.457399	-0.203507	-36.172636	-41.696999	-10.243657	-10.389391
IGF1R_Signaling_Pathway_Glucose_Uptake	-4.211330	5.854225	4.204906	-0.285545	3.130135	-3.395045	0.319715	-1.139077	-3.152232	-8.889228	1.844520	5.718957	-0.342448	-4.074465	0.407301	-4.633004	-6.375397	5.126125	5.747766	3.615942	18.572156	22.348984	-6.514372	5.324269	9.555003	-0.825304	6.634292	6.818451	-4.921736	-0.563125	-0.541638	-1.444048	-3.149763	5.330181	-0.251705	-17.568899
IGF1R_Signaling_Pathway_Glycogen_Synthesis	-5.318669	1.419566	-3.028805	-3.187407	0.210892	-2.173555	-0.808079	-2.261616	3.648943	4.859190	0.936821	5.702719	-3.159757	-3.173430	-1.659905	-4.243355	-2.106417	-3.182851	1.382498	3.254066	0.908392	0.326622	-1.506278	4.350170	0.172689	-2.342825	-0.659429	-3.523079	-0.096069	0.326622	-0.547497	-2.158684	3.931506	-2.177329	3.975365	-2.857535
IGF1R_Signaling_Pathway_IKB_Degradation	-1.362769	0.222206	-0.558432	0.496698	-0.865606	0.106679	0.528268	1.659929	-0.350943	-1.036796	-1.896944	3.057711	0.184728	0.620475	-0.391731	-1.852148	-1.681215	-6.718943	-0.075909	-2.323702	3.163503	-2.068429	-4.464389	-0.320850	4.036861	1.822572	1.463351	-2.386288	1.904505	-3.754123	0.608902	-3.441746	-0.458659	-0.606302	-3.346264	1.081005
IGF1R_Signaling_Pathway_Protein_Synthesis	4.175577	0.164249	-2.270133	2.294988	0.119756	3.451487	0.208002	-6.630266	-2.753751	-1.545800	-3.979405	6.765296	3.585378	5.431666	3.499314	5.183077	4.320331	-11.698523	-2.210549	-2.147938	-9.805082	-4.232539	2.285896	-0.252168	1.550655	-4.231212	-9.552170	2.464601	-5.537300	-0.910405	2.957327	-5.493635	-5.764205	-6.591729	-0.422216	-7.807203
IL_10_Pathway	-5.765967	5.569801	0.434757	2.770648	4.468869	-2.066006	0.808187	-5.771692	-1.932790	-0.399953	-3.788862	5.673008	0.636656	-8.026542	-1.460797	-10.963447	-9.840711	-3.884462	-7.648692	-10.002397	4.241335	4.392798	-12.023609	-2.100915	-0.816018	0.814291	3.083504	4.249906	-3.038693	-3.562144	0.487105	-9.363653	2.925439	-19.333396	-1.239551	-23.144370
IL_10_Pathway_Gene_Expression	0.767300	1.356924	0.694507	0.158889	1.226859	-0.558821	-0.529439	-1.357638	-1.287208	-1.273581	-2.018061	2.820270	0.990179	-2.011726	-1.169307	-1.071103	-2.566867	-0.560297	-8.239840	-2.872157	-0.264022	-8.811439	-5.011986	-0.560453	-0.696138	-0.179435	2.640068	1.799447	-0.227273	0.312630	2.187417	-0.743823	1.261727	-3.994280	-1.243477	-4.759381
IL_10_Pathway_Translational_Modulation	-3.039932	1.239436	-1.263498	1.838694	-0.294644	-1.536259	0.403320	-2.200234	-0.233952	1.833666	2.010870	1.242532	1.754413	-2.177524	0.222453	-3.230705	-3.021983	-0.060102	4.544508	-1.384790	5.901017	4.900014	0.491359	0.102810	1.099267	3.402250	-1.053452	-4.697528	-1.484073	-4.230631	-2.483307	-3.941088	-1.916474	-5.295493	-1.050376	-7.988769
IL_2_Pathway	60.656741	4.760293	6.379096	36.391583	-0.119562	49.877563	0.152289	-25.890203	-13.058069	-27.457155	-69.891438	-21.801137	46.553843	54.496033	23.028067	53.931232	23.016684	-1.910186	-41.001379	-29.156479	-15.733503	-67.907475	-40.640087	-18.095022	-3.940037	-9.334368	-63.270423	4.678542	-17.131307	-62.160425	19.566817	-18.559849	-20.819953	0.711229	-19.733139	-37.275586
IL_2_Pathway_Actin_reorganization	1.352625	0.125951	-0.174201	0.316043	0.081511	0.368217	-0.139007	-0.174563	0.207527	-0.111089	-0.824229	-1.028785	0.910242	1.154242	0.221059	1.439267	0.626398	-1.496754	-0.606814	0.181791	-0.487281	-1.496754	0.169538	-0.828233	1.032202	-1.496754	0.682729	-0.024448	-0.930183	-1.496754	-0.319728	-0.066519	-0.808814	1.459461	-1.496754	-0.256727
IL_2_Pathway_Apoptosis	-0.105663	0.601780	0.200477	0.602375	-0.182964	1.483108	0.589781	-0.997503	-0.307016	-0.227369	-1.472986	-0.184021	0.195676	0.269830	-0.458491	0.429535	-0.757721	4.214192	4.312696	1.535758	2.275732	-3.352753	-2.639564	0.517313	-1.538565	-0.330176	1.580367	1.324214	-0.914429	-0.604151	2.145968	-1.000845	0.426717	0.296955	-0.604151	1.187574
IL_2_Pathway_Apoptosis_Inhibition	5.512787	0.979204	-0.800970	2.362884	-1.003842	6.362049	2.955267	-1.098871	-0.535008	-1.342274	-7.761440	-5.629786	3.700706	7.385623	-0.287726	6.803750	-0.428493	1.829789	1.242714	2.216474	-6.767629	-3.750964	-3.936667	-5.540985	-4.947355	0.559559	-4.773241	-2.416043	-6.044156	-22.218964	1.482429	-6.046516	-2.010815	-2.033044	-5.293221	-1.640777
IL_2_Pathway_Protein_Synthesis	0.473328	-0.740755	0.288233	-0.311474	-0.209099	0.480815	-0.022304	0.761896	0.520359	0.464326	-0.236544	-1.468780	-0.153538	0.300384	-0.110554	0.687223	1.080806	-1.345160	0.093293	-0.120783	-0.892754	0.576495	0.269970	-1.636011	-1.534747	-1.992862	-0.249570	-0.190257	-1.039816	-0.138929	-1.352681	-1.491311	-1.270966	1.535870	-2.304532	0.111282
IL_6_Pathway	28.118754	3.600635	4.008460	14.033913	5.688762	21.734092	-5.574806	0.522295	-4.512973	-18.812168	-46.921666	-1.885298	12.961711	21.404398	4.075662	24.747431	6.328972	9.267100	-49.728005	-25.902345	-12.749449	-42.615820	-41.385537	-15.826046	2.371398	-17.671443	-25.155792	6.595591	-2.389294	-3.831860	4.622443	-5.553636	-8.263517	-14.838559	-8.462149	-21.743332
ILK_Pathway	45.369739	-17.694309	4.050884	24.035392	-8.622571	25.826404	-6.108078	-14.076093	-0.975613	-9.048618	-6.332089	-36.425047	32.684923	42.065412	13.572024	44.440936	31.841264	-23.354333	-16.201355	-2.395577	-23.597817	-17.712835	2.382135	-17.973993	-12.764742	-17.630939	-42.758816	3.056464	-22.198506	-31.206462	-22.563845	-1.783201	-2.546275	14.282870	9.478618	6.930932
ILK_Pathway_Apoptosis	-0.715667	0.887864	5.608354	0.778219	-1.195070	-9.782221	-2.383122	1.466612	0.537399	-1.879319	8.476739	-1.799789	3.677423	-4.561574	2.684293	-1.575617	1.380663	1.669987	6.539813	-1.461826	1.822927	0.749191	0.957830	1.442346	-10.554566	-1.550625	2.474186	-8.651770	-8.917163	-11.123353	-11.522069	-9.867549	-7.583793	4.102076	-6.613523	-6.940284
ILK_Pathway_Cell_adhesion_cell_motility.opsonization	3.512863	-1.298017	-0.600904	0.941597	2.496235	0.105794	-0.400615	-0.654919	0.801435	0.480646	-5.329577	-0.054539	2.860630	5.924110	-0.377304	3.970400	3.955706	2.527113	-2.005021	-0.091130	-8.111917	-8.111917	0.907213	-1.117076	-3.248160	-2.130463	0.107932	-3.740627	-0.527752	-4.710763	-8.111917	-4.859034	-5.360155	4.873073	-4.936113	1.981613
ILK_Pathway_Cell_cycle_proliferation	-0.429895	-0.535054	3.045883	1.737498	-1.128424	0.006272	0.376470	2.853642	-3.459524	-3.290800	5.444087	-4.620154	3.563369	1.079713	1.989629	4.706220	2.685147	1.875258	3.382473	-1.304050	1.482900	0.044240	1.363179	1.527170	-0.036548	-2.305028	-1.385870	1.996132	-1.371742	4.138563	-0.760044	0.814800	0.680123	3.178495	-7.900392	0.520410
ILK_Pathway_Cell_Migration.Retraction	6.545232	-2.910712	-0.035956	2.978312	-2.455665	5.089396	-0.893478	-0.029895	0.656920	-0.140372	-2.390932	-6.412850	3.731056	3.788396	1.958185	4.604688	5.009158	-1.796197	0.601348	0.167109	-5.916891	-4.859982	-4.477442	-1.597810	-5.725950	-2.798027	1.350949	-4.950421	-4.591370	-4.852792	-4.446541	-3.021914	-3.711941	1.007850	-1.906913	-1.892468
ILK_Pathway_Cell_Motility	3.639332	-0.688700	1.387988	2.193357	-1.760023	1.993272	0.341198	0.054959	-1.781118	-2.467424	-0.530956	-2.381886	4.272840	4.126070	2.171682	6.526382	4.395892	0.587341	0.013233	0.208778	-4.668742	-4.260512	0.396783	0.146579	-1.176970	-2.278502	-3.691287	0.830115	-1.137477	-0.610555	-0.653590	-0.869182	-1.413647	3.394302	-3.957068	-0.407406
ILK_Pathway_Cytoskeletal_reorganization	0.822313	-0.296991	-1.060703	-0.048049	0.271787	-0.676532	1.995596	-0.288640	-0.823846	-0.568726	-0.724231	1.398021	0.530369	1.153665	0.516156	0.227825	-0.842113	-0.672992	-5.554489	0.099988	-0.825526	0.994897	4.281910	1.466995	0.650353	1.349722	-1.502560	2.181177	2.205473	2.480048	2.270698	0.640422	-1.339275	-1.603462	0.025409	-1.609911
ILK_Pathway_G2_phase_arrest	-0.429895	-0.535054	3.045883	1.737498	-1.128424	0.006272	0.376470	2.853642	-3.459524	-3.290800	5.444087	-4.620154	3.563369	1.079713	1.989629	4.706220	2.685147	1.875258	3.382473	-1.304050	1.482900	0.044240	1.363179	1.527170	-0.036548	-2.305028	-1.385870	1.996132	-1.371742	4.138563	-0.760044	0.814800	0.680123	3.178495	-7.900392	0.520410
ILK_Pathway_Induced_cell_proliferation	11.951685	-5.786678	1.586866	4.368810	-1.002684	7.524860	-1.805900	-3.765795	0.955188	0.485020	-8.608542	-5.902831	9.229704	11.522405	5.913516	11.381944	8.408045	1.771755	-2.986625	-6.070025	-6.501479	1.358806	2.077812	-2.372504	4.143469	-2.960203	-13.499387	-0.653379	-7.846710	-11.928227	-4.347398	-0.806384	0.719731	0.813403	3.841949	5.263129
ILK_Pathway_Regulation_of_intermediate_filaments	-10.625321	2.095890	0.306485	-7.188351	-1.125056	-8.787156	0.088279	2.665611	5.585272	5.585272	6.075250	5.323827	-8.218449	-8.726743	-8.288340	-9.745469	-9.283797	5.585272	0.479554	6.505802	5.585272	-1.154253	-1.557832	0.703042	1.495369	6.208611	5.585272	5.585272	6.718415	8.986426	3.094449	5.585272	5.585272	0.809297	5.585272	0.625164
ILK_Pathway_Regulation_of_junction_assembly_of_desmosomes	-4.357801	0.348943	1.419341	-2.235978	0.923239	-4.688623	2.666847	-1.166851	-1.276488	-1.662809	6.033077	3.997104	-2.053968	-3.639183	-2.541262	-4.266341	-3.392074	-7.331083	-4.411604	2.457938	1.606127	1.547346	-1.765890	4.552546	-0.434722	0.623893	-0.681110	-0.916904	0.295202	3.852086	-4.422915	2.510116	1.485586	-0.509174	4.077436	0.564048
ILK_Pathway_Wound_Healing	4.547271	1.367215	1.134373	2.846048	0.633537	1.431510	0.720408	-3.646585	-2.740403	-3.743752	-2.786763	0.237141	5.572981	7.069140	2.114092	6.472161	3.823009	-1.376201	3.784112	-2.633572	-5.391937	-7.962467	-2.485393	2.045118	-2.543681	1.317516	-7.227861	1.833592	0.633877	1.160475	0.266731	0.946936	1.721395	2.075319	-0.067335	-3.510389
Integrin_Signaling_Pathway	79.074264	-0.930343	-5.246422	34.614953	-16.398432	61.849058	1.598895	-43.796244	-19.920811	-16.254431	-29.048734	-45.541752	54.187914	80.865101	28.602224	84.205983	46.111895	-61.211020	-78.413440	-8.543601	-82.086783	-61.287508	-50.751806	-16.351489	-28.317968	-25.008377	-39.764666	-15.371012	-38.452646	-40.763224	-23.137848	-36.956680	-44.688960	-4.687821	-18.276937	-38.159110
Integrin_Signaling_Pathway_Cell_survival	13.507673	4.055918	-1.066332	5.588680	-0.062339	11.307511	3.835833	-4.426530	-10.571106	-11.700026	-3.414188	-7.055096	9.872063	14.892748	5.230066	11.386420	6.221280	-9.326374	-10.805490	-11.808507	-19.328431	-15.996547	-17.648219	-1.695116	-6.717930	-1.062234	-23.485663	4.548378	-4.880253	-24.391396	-5.028853	-5.109376	-9.870306	5.974153	-13.074343	-20.426336
Integrin_Signaling_Pathway_Cytoskeleton_contraction_integrin_modulation_cell_invasion_and_migration	27.690310	-1.963679	-1.989786	14.542394	-10.088979	22.743887	-2.096289	-19.441642	-2.267644	-4.264128	-5.217573	-17.646870	18.591323	25.335316	8.017043	30.538406	13.850924	-6.274138	-50.657754	8.298366	-31.422052	-22.664648	-1.218775	-5.709668	-1.325333	1.774524	-37.323987	-1.833884	-8.018131	-12.963936	4.744121	-8.254494	-19.898419	15.132811	-9.248808	-24.335427
Integrin_SIgnaling_Pathway_Focal_adhesion_and_stress_fibers	-0.023242	-0.084047	0.849123	0.102899	-0.143646	-0.158331	-0.140750	0.099630	-0.505254	0.899725	0.472732	-1.368839	0.451296	-0.388336	0.084392	-0.078824	0.771004	-0.316479	0.801510	1.423752	0.005927	1.128497	-1.493424	0.335122	1.663635	0.934817	1.477256	-1.173347	0.206850	1.517597	0.098465	0.422637	0.997087	0.394768	1.092123	3.218175
Integrin_Signaling_Pathway_Translocates_to_the_nucleus	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Interferon_Pathway	68.866996	-3.888183	-1.005235	36.042005	-6.101820	55.098545	9.290256	-36.323119	0.984485	-7.392339	-99.798808	-15.772784	54.217398	65.981665	24.756888	73.318963	63.465846	0.116553	-78.176625	10.252141	-48.820260	-24.254925	-16.723719	-22.411200	-13.527808	-19.736094	-65.616359	-15.416328	-9.932465	-32.546510	-5.432445	-45.540499	-30.481380	43.756249	23.094784	21.361380
Interferon_Pathway_Gene_Expression	0.653266	0.060961	0.134018	0.477726	-0.073831	0.650104	0.514498	-0.336715	0.797413	-0.223384	-1.037986	-1.616070	0.606116	0.883185	0.192428	0.928672	0.823509	-0.835494	-1.951492	-0.383446	-0.646772	-0.404273	-1.322923	-0.269642	-0.379467	-0.952670	-0.000217	-0.401851	-0.059934	-1.285950	-0.308050	-0.989776	-0.678755	2.003048	-0.263953	1.323847
Interferon_Pathway_Transcription	6.399633	1.439959	-0.350423	8.217932	-4.322478	6.654142	0.637909	-7.510432	5.636135	3.255383	-22.404881	2.347122	12.003336	12.209069	5.397472	12.562253	9.615622	-1.770767	-29.164891	5.929989	-0.471341	0.730182	0.041311	1.246412	1.848564	-5.419722	-20.094825	-4.453792	-1.413792	-2.501106	-4.448905	-14.920789	-12.522102	0.158120	-8.757991	-8.639934
Interferon_Pathway_Translation	10.668593	-1.419965	-1.143186	4.730526	1.827156	8.882529	0.681521	-3.425439	-5.157024	-4.691744	-8.959894	-1.993072	8.172055	10.373249	5.541376	9.728594	12.529057	-3.609726	-6.216306	-7.380443	-3.552617	0.078193	0.398247	-6.115641	-2.572296	-4.138837	-4.764365	-7.426481	-6.317453	1.369784	-2.417220	-5.964303	-5.941255	0.090180	-3.588507	-4.680281
IP3_Pathway	68.263192	-32.548302	9.350792	41.061568	-0.222669	53.353647	7.087800	-24.537770	-9.298632	-32.412404	-22.796401	-57.300822	37.124933	62.628976	26.873677	69.668526	50.228021	-8.427334	42.688567	11.243214	4.486568	21.079663	-48.387374	-76.541168	-38.847751	-53.603139	-48.535086	-29.052599	-28.955072	-2.676067	-12.301016	9.730485	-33.043370	42.164242	-15.097054	-34.325179
IP3_Pathway_Gene_Expression	-0.062395	0.097653	0.094354	-0.314787	-0.204253	-2.090026	-1.460385	1.616345	1.533561	0.393731	-1.040752	1.436953	1.545880	-0.121377	-2.869551	0.661795	0.584426	5.679775	-1.821982	-0.422407	-1.982586	1.090368	4.951519	-1.852865	-5.454075	0.480200	-7.187102	-4.087886	-1.712462	-1.146707	-5.142679	0.176288	0.429461	6.927724	2.055596	-3.852669
JAK_mStat_Pathway	43.028142	11.431774	4.552501	40.216626	-8.459760	38.062299	2.377023	-28.164134	11.942013	-1.881512	-126.121174	13.016202	46.907288	66.170280	20.011110	64.581572	30.697299	-25.793658	-140.970681	-1.977866	-1.207363	-13.028960	-51.383656	-7.670311	3.197578	-17.216147	-98.418102	-8.105504	-17.574024	-12.095879	-18.115481	-60.905284	-52.909721	-8.612060	-34.040070	-58.969455
JAK_mStat_Pathway_Akt_Pathway	5.244696	-0.106251	-0.462563	2.122750	-0.327338	2.636367	1.251797	0.196952	-3.101185	-3.075491	0.523650	-4.903385	2.243570	5.048520	1.592071	4.243115	2.632867	0.906414	-0.337282	-2.877424	-4.359092	-6.516645	-8.206989	-1.599176	-1.329843	-1.527744	-3.001751	2.091845	-0.482436	-4.741576	-1.002553	-1.749497	-2.093792	-0.799904	-0.811404	-4.562455
JAK_mStat_Pathway_JAK_degradation	3.542972	-0.157974	0.358110	2.542505	-1.193337	1.229149	-1.057770	-3.501324	3.004382	2.716907	-6.365793	-1.117828	3.212350	5.159499	0.245418	4.199145	2.247943	-2.544714	-7.961354	-0.236851	-2.328142	1.952054	-2.740383	-2.041850	-0.009309	-1.038493	-0.185820	0.888637	1.318901	-2.666437	-3.625637	0.006741	-0.660966	-2.223232	-3.709251	1.270533
JNK_Pathway	14.004054	13.876534	-2.298997	11.496157	13.418491	11.024424	16.538680	-14.400255	-17.045792	-18.795232	-26.864653	-0.953412	5.186371	21.363824	10.545886	18.016976	6.865209	-67.791960	-48.988581	-5.935032	-8.430407	-24.159454	-18.375873	3.532571	7.198015	2.362889	-61.603268	6.046704	1.673831	-92.287530	-12.579983	-4.101616	1.939350	13.744991	-8.120605	-57.301455
JNK_Pathway_Apoptosis_Inflammation_Tumorogenesis_Cell_Migration	0.964042	-0.247640	-0.142241	0.579444	-0.383226	0.585397	0.146344	-0.606135	0.613459	0.329253	-0.584676	-1.254021	0.670926	0.878841	0.184467	1.180632	1.048876	-1.110357	-0.787509	-0.066291	-0.567514	-1.200892	-0.082684	0.212005	-0.535406	-0.890580	-0.898670	-1.698871	-1.088159	-1.251870	-0.751682	-0.827276	-1.975349	1.994315	-0.442198	-0.024462
JNK_Pathway_Insulin_signaling	3.857643	6.337523	-2.545172	1.973735	3.308059	0.904503	3.536018	-11.229195	-10.803641	-9.894693	3.008104	11.547117	-4.142379	-0.546413	3.060631	-4.878127	-2.285831	-9.997138	-0.281340	-4.514745	-0.183996	-7.210791	-13.248567	-2.301810	2.431474	3.924269	-3.715396	4.174375	6.645088	-2.322159	3.872511	12.121120	12.118336	-7.344406	-24.789778	-14.208513
MAPK_Family_Pathway	132.553437	-10.668486	-18.103776	60.206147	4.086804	124.756102	-15.566167	37.584762	-14.267691	-45.094641	-178.473842	-77.012649	89.959012	137.435270	50.737739	129.354934	67.297797	-14.224088	-106.500392	-128.901222	-118.065610	-100.839271	-94.022270	-14.938885	-4.867986	-104.068946	-169.346230	-12.553340	-61.248414	-128.210345	-12.131618	-104.523426	-76.679216	18.381757	-24.277146	-78.380320
MAPK_Family_Pathway_Chromatin_Remodeling	2.297251	0.767175	-0.115112	1.468003	0.820153	2.181527	0.800892	0.538625	-0.928921	-0.693937	-9.090250	1.954594	0.448250	2.105661	0.771650	2.589919	0.919104	-5.954393	1.130405	-1.610492	-0.236463	0.980572	-8.396517	0.666819	-0.801348	0.860893	-1.869974	0.043949	-0.711407	-0.792777	0.151830	0.871322	0.274766	-0.088985	0.925573	-6.422503
MAPK_Family_Pathway_Cytoskeleton	7.973011	-2.275603	-1.111826	3.666375	-1.800888	5.555888	0.441866	-1.214673	-2.135734	-3.912656	-0.220383	-4.965377	7.625855	8.776224	4.803458	7.661135	7.848678	4.955087	-0.546073	-0.545494	-5.129952	-3.336521	4.672291	-3.341576	1.112524	-2.060147	-3.492067	-5.805578	1.724229	-4.376128	3.376269	-5.355950	-4.152730	0.414667	2.820937	-2.733543
MAPK_Family_Pathway_Gene_Expression	10.797043	3.170741	0.665692	3.809867	-0.010194	9.949133	2.658384	-3.333732	-3.898975	-6.488696	-7.326825	-9.992437	10.100769	10.542572	4.435159	10.460710	2.519900	-18.351665	-17.007585	-12.395472	-3.399057	-31.584135	-7.518502	-0.506666	3.503416	-1.283857	-21.249864	3.706148	-3.556999	-9.573855	1.873917	-8.973802	-6.759284	4.694523	5.809214	-5.379669
MAPK_Family_Pathway_IKBs_Degradation	0.743467	0.210434	-0.208382	-0.313365	-0.465910	0.911306	-0.022321	-3.166959	-0.376136	-0.352408	2.826074	0.214200	1.560014	0.820616	-0.294344	0.968835	-2.541188	-10.180773	-7.905641	-7.381899	4.254511	-9.610201	-1.687310	-0.003993	0.700370	0.443698	-14.018262	-1.473097	-3.343013	-4.234107	1.530808	-3.033657	-2.027271	-0.042107	-0.656409	-4.849015
MAPK_Family_Pathway_Translation	4.610712	0.739553	0.078333	1.943438	3.866583	4.831244	1.886395	-1.182109	-4.656479	-4.486890	-5.120515	-2.510263	3.516478	5.052830	2.384996	3.855190	7.164910	-1.950047	-4.858500	-1.373479	0.631901	2.053485	3.792915	-4.149358	-0.977085	-0.294844	2.704793	-7.255957	-1.616935	2.736922	-0.315085	-1.091491	-0.242475	4.241994	0.395250	1.986075
MAPK_Signaling_Pathway	74.235385	3.069276	5.926082	30.270941	-8.602271	58.290245	1.172456	-41.186516	-8.573144	-31.291220	-62.210470	-21.100765	39.708766	60.283842	15.338748	63.855731	28.581546	-53.116668	-115.217970	-33.770653	-77.783581	-83.832860	-47.029469	-21.346200	-56.676706	-17.514852	-70.095643	-29.565854	-26.269629	-101.157867	-0.981166	-38.660963	-30.631048	-2.162346	-2.710853	0.737472
MAPK_Signaling_Pathway_Cell_Servival_Cell_Militory_Inflammation_Apoptosis_Osmoregulation	6.619078	-3.260496	0.754352	3.508842	-1.776312	6.113427	-1.868129	-0.919108	-0.781571	0.705850	-3.512632	-5.583302	0.974617	4.810366	2.368114	4.704104	3.616727	5.038604	-0.050187	-2.345232	-1.175017	-2.445775	-0.371207	-3.027791	-3.699645	-2.824713	-1.216109	-2.063475	-1.001724	-7.193733	-1.240216	-1.306467	-1.909456	3.547171	-1.692474	-2.615041
MAPK_Signaling_Pathway_Gene_Expression	12.659428	2.211745	-0.003582	9.512612	-2.413643	10.513622	0.036637	-13.001059	-2.930509	-6.708763	-8.621949	-1.254540	9.902321	16.470897	6.467357	14.415894	8.724964	-5.289357	-29.783692	-4.793985	-5.514162	-10.488585	-8.161504	-1.150777	-7.208785	-5.937658	-21.153298	-8.152479	-4.879223	-4.874277	-2.462841	-4.321336	-5.362001	-5.016479	-6.822743	-0.002825
Mismatch_Repair_Pathway	15.665971	-30.819347	0.106906	-7.693991	-15.205587	-28.329537	-2.391040	-6.908428	22.484351	21.405794	18.585699	13.099207	-5.582284	2.352701	-26.575276	1.961608	13.773976	-47.482624	21.632680	-26.198583	10.151096	-78.438162	7.079168	-24.162149	-13.712862	30.404129	16.936155	2.634126	18.976303	-61.753271	17.163276	51.869194	-18.759758	50.932269	14.316549	83.998731
